Ingredient,RxCUI,cdm_id,Drug name,Terminology
Betamethasone,1514,42917527,30000 MG Betamethasone 0.0006 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [CALCIBETA],"	RxNorm Extension"
Betamethasone,1514,"41501966	","	60000 MG Betamethasone 0.0006 MG/MG / calcipotriene 0.00005 MG/MG Topical Gel [Xamiol]","	RxNorm Extension"
Betamethasone,1514,42917335,60000 MG Betamethasone 0.0006 MG/MG / calcipotriene 0.00005 MG/MG Topical Foam [ENSTILOOM],"	RxNorm Extension"
Betamethasone,1514,2023451,1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [DAIVOBET] by Leo,"	RxNorm Extension"
Betamethasone,1514,2023450,"	1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [DAIVOBET] by Menarini","	RxNorm Extension"
Betamethasone,1514,2023440,"	1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Gel [Xamiol] by Leo","	RxNorm Extension"
Betamethasone,1514,2023439,1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Gel [Xamiol] by Menarini,"	RxNorm Extension"
Betamethasone,1514,2023454,1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [DAIVOBET] by Dongwha,"	RxNorm Extension"
Betamethasone,1514,41502632,60000 MG Betamethasone 0.0006 MG/MG / calcipotriene 0.00005 MG/MG Topical Ointment [DAIVOBET],"	RxNorm Extension"
Betamethasone,1514,2023442,"	1000 MG betamethasone 0.00064 MG/MG / calcipotriene 0.00005 MG/MG Topical Gel [Xamiol] by Dongwha","	RxNorm Extension"
Cocaine,2653,,,
Copper ,2837,,,
Dexamethasone,3264,"	2031946",1 ML dexamethasone 5 MG/ML Injectable Solution by Yuhan,"	RxNorm Extension"
Dexamethasone,3264,1518254,dexamethasone,RxNorm
Dexamethasone,3264,"	42922451",1 ML Dexamethasone 5 MG/ML Injectable Solution [JEIL DEXAMETHASONE],RxNorm Extension
Dexamethasone,3264,"	42948533	",Dexamethasone 0.75 MG Oral Tablet [BUKWANG DEXAMETHASONE],"	RxNorm Extension"
Dexamethasone,3264,"	42922453",1 ML Dexamethasone 5 MG/ML Injectable Solution [YUHAN DEXAMETHASONE DISODIUM PHOSPHATE],RxNorm Extension
Dexamethasone,3264,"	2031941",1 ML dexamethasone 5 MG/ML Injectable Solution by Daewon,RxNorm Extension
Dexamethasone,3264,42918031,5000 MG Dexamethasone 0.001 MG/MG / Neomycin 0.0035 MG/MG / Polymyxin B 6 UNT/MG Ophthalmic Ointment [FORUS],RxNorm Extension
Dexamethasone,3264,36279039,5 ML Dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex] by Novartis,"	RxNorm Extension"
Dexamethasone,3264,2024018,1000 MG dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 6 IU/MG Ophthalmic Ointment [NEODEX] by Hanlim,"	RxNorm Extension"
Dexamethasone,3264,"	2024021",1000 MG dexamethasone 0.001 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 6 IU/MG Ophthalmic Ointment [Maxitrol] by Alcon,RxNorm Extension
Dexamethasone,3264,"	2031951",1 ML dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex] by Alcon,RxNorm Extension
Dexamethasone,3264,35780908,5 ML Dexamethasone 1 MG/ML Ophthalmic Suspension [Maxidex],RxNorm Extension
Dexamethasone,3264,"	42921298	",5 ML Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Solution [TORAVINDEX],"	RxNorm Extension"
Dexamethasone,3264,2031920,1 ML dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [OKLEX] by Hanlim,RxNorm Extension
Dexamethasone,3264,"36282879	",3500 MG Dexamethasone 0.001 MG/MG Ophthalmic Ointment [Maxidex] by Novartis,"	RxNorm Extension"
Dexamethasone,3264,"40160931	","	dexamethasone 0.7 MG Drug Implant [Ozurdex]",RxNorm
Dexamethasone,3264,"42918032	","	5000 MG Dexamethasone 0.001 MG/MG / Neomycin 0.0035 MG/MG / Polymyxin B 6 UNT/MG Ophthalmic Ointment [NEODEX]",RxNorm Extension
Dexamethasone,3264,42919617,70 ACTUAT Dexamethasone 0.2 MG/ACTUAT Nasal Spray [ERIZAS],"	RxNorm Extension"
Dexamethasone,3264,"	2024027",1000 MG dexamethasone 0.001 MG/MG / tobramycin 0.003 MG/MG Ophthalmic Ointment [TORAVINDEX] by Taejoon,RxNorm Extension
Dexamethasone,3264,"36282882	","	3500 MG Dexamethasone 0.001 MG/MG Ophthalmic Ointment [Maxidex]",RxNorm Extension
Dexamethasone,3264,"	43040058",5 ML Dexamethasone 1 MG/ML / Tobramycin 3 MG/ML Ophthalmic Suspension [Tobradex] by Novartis,"	RxNorm Extension"
Dexamethasone,3264,2031935,"	1 ML dexamethasone 1 MG/ML / tobramycin 3 MG/ML Ophthalmic Suspension [TORABINDEX] by Taejoon",RxNorm Extension
Dexamethasone,3264,"	42918049",3500 MG Dexamethasone 0.001 MG/MG / Tobramycin 0.003 MG/MG Ophthalmic Ointment [TORAVINDEX],RxNorm Extension
Dexamethasone,3264,2055917,dexamethasone 0.7 MG Drug Implant [Ozurdex] by Samil Allergan,RxNorm Extension
Dexamethasone,3264,"	2024029",1000 MG dexamethasone 0.001 MG/MG Ophthalmic Ointment [Maxidex] by Alcon,RxNorm Extension
Dexamethasone,3264,"	42920796",10 ML Dexamethasone 1 MG/ML / Neomycin 3.5 MG/ML / Polymyxin B 6000 UNT/ML Ophthalmic Solution [FORUS],RxNorm Extension
Dexamethasone,3264,2031910,1 ML dexamethasone 1 MG/ML / neomycin 3.5 MG/ML / polymyxin B 6000 IU/ML Ophthalmic Suspension [Maxitrol] by Alcon,"	RxNorm Extension"
Ferrous Sulfate,24947,42931300,"	ferrous sulfate 256 MG Extended Release Oral Tablet [FEROBA-U]",RxNorm Extension
Ferrous Sulfate,24947,"	1396131","	ferrous sulfate",RxNorm
Ferrous Sulfate,24947,2032282,1 ML ascorbic acid 0.152 MG/ML / biotin 0.00015 MG/ML / calcium lactate 10.8 MG/ML / caseinate 23.6 MG/ML / cholecalciferol 0.000005 MG/ML / choline 0.6 MG/ML / copper sulfate 3.93 MG/ML / corn oil 33.2 MG/ML / ... Oral Suspension [ENSURE] by Abbott,RxNorm Extension
Ferrous Sulfate,24947,43133006,alpha Tocopherol / Ascorbic Acid / Biotin / calcium phosphate / Cholecalciferol / copper carbonate / ferrous sulfate / Folic Acid / magnesium acetate / manganese carbonate / Niacinamide / Phosphorus / ... Delayed Release Oral Tablet [ELEVIT],RxNorm Extension
Insulin,253182,"	35781503","10 ML Regular Insulin, Human 100 UNT/ML Injectable Solution [Humulin R]",RxNorm Extension
Insulin,253182,2027285,"10 ML insulin, regular, human 100 IU/ML Injectable Solution [Humulin R] by Lilly","	RxNorm Extension"
Insulin,253182,"	1596977	","	insulin, regular, human",RxNorm
Insulin,253182,"42922213	","	1.5 ML Regular Insulin, Human 300 UNT/ML Cartridge [Toujeo]",RxNorm Extension
Insulin,253182,42921646,"3 ML Regular Insulin, Human 100 UNT/ML Prefilled Syringe [Lantus]","	RxNorm Extension"
Insulin,253182,"43286093	","3 ML Regular Insulin, Human 100 UNT/ML Cartridge [Humulin N]",RxNorm Extension
Insulin,253182,2027287,"10 ML insulin, regular, human 100 IU/ML Injectable Solution [Humulin N] by Lilly",RxNorm Extension
Insulin,253182,"	2028811","3 ML insulin, regular, human 100 IU/ML Pen Injector [Humulin N] by Lilly",RxNorm Extension
Insulin,253182,"	42920631","10 ML Regular Insulin, Human 100 UNT/ML Injectable Solution [Lantus]",RxNorm Extension
Insulin,253182,42920628,"10 ML Regular Insulin, Human 100 UNT/ML Injectable Suspension [Humulin N]",RxNorm Extension
Insulin,253182,2028822,"3 ML insulin, regular, human 100 IU/ML Prefilled Syringe [NOVOLET N] by Novonordisk",RxNorm Extension
Insulin,253182,"	2027272","10 ML insulin, regular, human 100 IU/ML Injectable Suspension [Humulin] by Lilly",RxNorm Extension
Insulin,253182,42920626,"	10 ML Regular Insulin, Human 100 UNT/ML Injectable Suspension [Humulin]",RxNorm Extension
Iron,90176,"	2028296",5 ML iron 20 MG/ML Injectable Solution [VENOFERRUM] by JW,RxNorm Extension
Iron,90176,1360067,"	iron",RxNorm
Lisdexamfetamine,700810,,,
Methamphetamine,6816,,,
Methylprednisolone,6902,"	42934728","	Methylprednisolone 4 MG Oral Tablet [METHYLON]",RxNorm Extension
Methylprednisolone,6902,"	1506270",methylprednisolone,RxNorm
Methylprednisolone,6902,"2057265	",methylprednisolone 125 MG Injection [METHYSOL] by Alvogen,RxNorm Extension
Methylprednisolone,6902,"	42934742	",Methylprednisolone 4 MG Oral Tablet [SOMERON],RxNorm Extension
Methylprednisolone,6902,"42917368	",50000 MG Methylprednisolone 0.001 MG/MG Topical Lotion [TOPISOL],RxNorm Extension
Methylprednisolone,6902,2057243,"	methylprednisolone 500 MG Injection [METHYSOL] by Alvogen",RxNorm Extension
Methylprednisolone,6902,"	41482202	",15100 MG Methylprednisolone 0.001 MG/MG Topical Cream [Advantan],"	RxNorm Extension"
Methylprednisolone,6902,2024075,1000 MG methylprednisolone 0.001 MG/MG Topical Cream [Advantan] by Menarini,RxNorm Extension
Methylprednisolone,6902,2022315,"	15000 MG methylprednisolone 0.001 MG/MG Topical Cream [Advantan] by Menarini",RxNorm Extension
Methylprednisolone,6902,2024067,1000 MG methylprednisolone 0.001 MG/MG Topical Lotion [TOPISOL] by Kolon,"	RxNorm Extension"
Niacin,7393,"42948783	","	Niacin 500 MG Extended Release Oral Tablet [EXLIP]",RxNorm Extension
Niacin,7393,"	2055990",niacin 500 MG Extended Release Oral Tablet [NIASPANOR] by Abbott,RxNorm Extension
Niacin,7393,1517824,niacin,RxNorm
Niacin,7393,"	2055978",niacin 1000 MG Extended Release Oral Tablet [NIASPANOR] by Abbott,RxNorm Extension
Plicamycin,6995,, ,
Propofol,8782,"	753626","	propofol",RxNorm
Propofol,8782,42920468,15 ML Propofol 10 MG/ML Injectable Solution [FRESOFOL MCT],"	RxNorm Extension"
Propofol,8782,"	2027088","	12 ML propofol 10 MG/ML Injectable Suspension [POFOL] by Dongkook",RxNorm Extension
Propofol,8782,"	42919727",50 ML Propofol 20 MG/ML Injectable Solution [FRESOFOL MCT],RxNorm Extension
Propofol,8782,"42921121	",5 ML Propofol 10 MG/ML Injectable Solution [ANEPOL],RxNorm Extension
Propofol,8782,42920553,"	12 ML Propofol 10 MG/ML Injectable Solution [POFOL]","	RxNorm Extension"
Propofol,8782,"	42920277","	20 ML Propofol 10 MG/ML Injectable Solution [ANEPOL]","	RxNorm Extension"
Propofol,8782,2026288,50 ML propofol 20 MG/ML Injectable Suspension [FRESOFOL MCT] by Fresenius Kabi,RxNorm Extension
Propofol,8782,"	2026767",20 ML propofol 10 MG/ML Injectable Suspension [POFOL] by Dongkook,"	RxNorm Extension"
Propofol,8782,"	42920278	",20 ML Propofol 10 MG/ML Injectable Solution [POFOL],RxNorm Extension
Propofol,8782,"	2026286",50 ML propofol 20 MG/ML Injectable Suspension [Fresofol] by Fresenius Kabi,RxNorm Extension
Salsalate,36108,,,
Tetracycline,10395,"42938162	",Tetracycline 250 MG Oral Capsule [TERACYCLIN],RxNorm Extension
Tetracycline,10395,1836948,"	tetracycline",RxNorm
Vitamin A,11246,"42921531	",5 ML Ascorbic Acid 100 MG/ML / dexpanthenol 5 MG/ML / Ergocalciferol 200 UNT/ML / Niacinamide 20 MG/ML / pyridoxine 3 MG/ML / Riboflavin 2.5 MG/ML / Thiamine 10 MG/ML / Tocopherol 1 UNT/ML / Vitamin A 2000 UNT/ML Injectable Solution [MVH],RxNorm Extension
Vitamin A,11246,"	42971998	",Ascorbic Acid 100 MG / Biotin 0.06 MG / dexpanthenol 16.2 MG / Ergocalciferol 200 UNT / Folic Acid 0.4 MG / Niacinamide 42.5 MG / pyridoxine 5 MG / ... Injection [TAMIPOOL],"	RxNorm Extension"
Vitamin A,11246,"	19008339","	vitamin A",RxNorm
Vitamin A,11246,"	42918971","	200 ML Biotin 0.00004 MG/ML / Calcium Chloride 1.18 MG/ML / Calcium Citrate 0.395 MG/ML / Caseins 34 MG/ML / Cholecalciferol 0 MG/ML / ... Oral Solution [ENCOVER]",RxNorm Extension
Vitamin A,11246,42921532,"	5 ML Ascorbic Acid 100 MG/ML / dexpanthenol 5 MG/ML / Ergocalciferol 200 UNT/ML / Niacinamide 20 MG/ML / pyridoxine 3 MG/ML / Riboflavin 2.5 MG/ML / Thiamine 10 MG/ML / Tocopherol 1 UNT/ML / Vitamin A 2000 UNT/ML Injectable Solution [MULTIMIN]",RxNorm Extension
Vitamin A,11246,2033037,1 ML biotin 0.0000386 MG/ML / calcium chloride 1.18 MG/ML / calcium citrate 0.395 MG/ML / caseins 34 MG/ML / cholecalciferol 0.0000034 MG/ML / copper sulfate 0.00393 MG/ML / ferrous gluconate 0.0329 MG/ML / ... Oral Solution [ENCOVER] by JW,"	RxNorm Extension"
Vitamin A,11246,"	2032282",1 ML ascorbic acid 0.152 MG/ML / biotin 0.00015 MG/ML / calcium lactate 10.8 MG/ML / caseinate 23.6 MG/ML / cholecalciferol 0.000005 MG/ML / choline 0.6 MG/ML / copper sulfate 3.93 MG/ML / corn oil 33.2 MG/ML / ... Oral Suspension [ENSURE] by Abbott,RxNorm Extension
Vitamin A,11246,"	43133006","	alpha Tocopherol / Ascorbic Acid / Biotin / calcium phosphate / Cholecalciferol / copper carbonate / ferrous sulfate / Folic Acid / magnesium acetate / manganese carbonate / Niacinamide / Phosphorus / ... Delayed Release Oral Tablet [ELEVIT]",RxNorm Extension
Vitamin A,11246,"	42918816	",400 ML Biotin 0.00004 MG/ML / Calcium Chloride 1.18 MG/ML / Calcium Citrate 0.395 MG/ML / Caseins 34 MG/ML / Cholecalciferol 0 MG/ML / ... Oral Solution [ENCOVER],RxNorm Extension
Vitamin A,11246,2074300,ascorbic acid 125 MG / biotin 0.069 MG / cholecalciferol 220 IU / dexpanthenol 16.2 MG / folic acid 0.4 MG / niacinamide 46 MG / pyridoxine 5.5 MG / riboflavin 5.67 MG / thiamine 6 MG / vitamin A 3500 IU / vitamin B12 0.006 MG / ... Injection [Cernevit],"	RxNorm Extension"
Acarbose,16681,"21121903	","	Acarbose 100 MG Oral Tablet [Glucobay]",RxNorm Extension
Acarbose,16681,"	21112205","	Acarbose 50 MG Oral Tablet [Glucobay]",RxNorm Extension
Acarbose,16681,"1529331	","	acarbose",RxNorm
Acarbose,16681,2055381,acarbose 100 MG Oral Tablet [Glucobay] by Handok,RxNorm Extension
Acarbose,16681,"	2055382",acarbose 50 MG Oral Tablet [Glucobay] by Handok,RxNorm Extension
Acitretin,16818,"	21053263","	Acitretin 10 MG Oral Capsule [Neotigason]",RxNorm Extension
Acitretin,16818,929638,"	acitretin",RxNorm
Adalimumab,327361,"1119119	","	adalimumab",RxNorm
Adalimumab,327361,"	1592709","	0.4 ML adalimumab 100 MG/ML Auto-Injector",RxNorm
Adalimumab,327361,2033423,0.8 ML adalimumab 50 MG/ML Prefilled Syringe [Humira] by Abbott,RxNorm Extension
Adalimumab,327361,"42922663	","	0.8 ML adalimumab 50 MG/ML Pen Injector [Humira]",RxNorm Extension
Adalimumab,327361,2033422,0.8 ML adalimumab 50 MG/ML Pen Injector [Humira] by Abbvie,"	RxNorm Extension"
Albendazole,430,,,
Aloe Vera,1309199,,,
Amitriptyline,704,"42931443	","	Amitriptyline 10 MG Oral Tablet [ENAFON]","	RxNorm Extension"
Amitriptyline,704,710062,"	amitriptyline",RxNorm
Amitriptyline,704,"	42931453",Amitriptyline 25 MG Oral Tablet [ETRAVIL],RxNorm Extension
Amoxicillin,723,"	1713332",amoxicillin,"	RxNorm"
Amoxicillin,723,"	42951724","	Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet [CLAMONEX]",RxNorm Extension
Amoxicillin,723,"	42951756",Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet [MOXICLE],RxNorm Extension
Amoxicillin,723,42951408,Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet [MOXICLE],RxNorm Extension
Amoxicillin,723,"	42951753","	Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet [YUCLA]",RxNorm Extension
Amoxicillin,723,"	42952235	","	Amoxicillin 500 MG Oral Capsule [ILDONG AMOXICILLIN]",RxNorm Extension
Amoxicillin,723,"	42952233",Amoxicillin 500 MG Oral Capsule [KYMOXIN],RxNorm Extension
Amoxicillin,723,"	42951405	",Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet [YUCLA],RxNorm Extension
Amoxicillin,723,"2052449	",amoxicillin 40 MG / clavulanate 5.7 MG Oral Suspension [AUGMENTIN DUO] by Ilsung,RxNorm Extension
Amoxicillin,723,42952220,Amoxicillin 250 MG Oral Capsule [KYMOXIN],RxNorm Extension
Amoxicillin,723,"	19133019",amoxicillin 250 MG / clavulanate 125 MG Oral Tablet [Augmentin],RxNorm
Amoxicillin,723,"	42919826",50 ML Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension [AMOCLA DUO],RxNorm Extension
Amoxicillin,723,42919823,"	50 ML Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension [Augmentin Duo]",RxNorm Extension
Amoxicillin,723,"	2011814",amoxicillin 40 MG / clavulanate 5.7 MG Oral Suspension [CRAMOTIN DUO] by Dong-a,RxNorm Extension
Amoxicillin,723,"	42919817","	50 ML Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension [AMOXCLAN]",RxNorm Extension
Amoxicillin,723,"	2052243",amoxicillin 25 MG / clavulanate 6.25 MG Oral Suspension [AMOXCLAN] by Hanmi,RxNorm Extension
Amoxicillin,723,42952221,Amoxicillin 250 MG Oral Capsule [ILDONG AMOXICILLIN],RxNorm Extension
Amoxicillin,723,"2031797	","	1 ML amoxicillin 25 MG/ML Oral Suspension [PAMOXIN] by Dongwha",RxNorm Extension
Amoxicillin,723,"	42919832	","	50 ML Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension [AUGMEX DUO]",RxNorm Extension
Amoxicillin,723,"	42919917","	50 ML Amoxicillin 120 MG/ML / Clavulanate 8.58 MG/ML Oral Suspension [AMOCLA NEO]",RxNorm Extension
Amoxicillin,723,42919828,"	50 ML Amoxicillin 40 MG/ML / Clavulanate 5.7 MG/ML Oral Suspension [AMOXCLAN DUO]",RxNorm Extension
Amoxicillin,723,42918510,500 ML Amoxicillin 25 MG/ML Oral Suspension [PAMOXIN],RxNorm Extension
Amoxicillin,723,"	42951320",Amoxicillin 200 MG / Clavulanate 50 MG Tablet for Oral Suspension [CAMODIX],RxNorm Extension
Amoxicillin,723,2052192,"	amoxicillin 125 MG / clavulanate 8.58 MG Oral Suspension [AMOCLA NEO] by Kuhnil",RxNorm Extension
Amoxicillin,723,"	2011810",amoxicillin 100 MG / clavulanate 25 MG Tablet for Oral Suspension [CAMODIX] by Sam-a,RxNorm Extension
Amoxicillin,723,"	2052123","	amoxicillin 125 MG / clavulanate 31.2 MG Tablet for Oral Suspension [AMOXCLAN] by Hanmi","	RxNorm Extension"
Amoxicillin,723,"	2011778",amoxicillin 62.5 MG / clavulanate 15.6 MG Tablet for Oral Suspension [CAMODIX] by Sam-a,RxNorm Extension
Amoxicillin,723,2051672,amoxicillin 62.5 MG / clavulanate 15.6 MG Tablet for Oral Suspension [AMOXCLAN] by Hanmi,RxNorm Extension
Amoxicillin,723,"42919802	","	50 ML Amoxicillin 25 MG/ML / Clavulanate 6.25 MG/ML Oral Suspension [Augmentin]","	RxNorm Extension"
Atezolizumab,1792776,42920398,20 ML atezolizumab 60 MG/ML Injectable Solution [TCENTRIQ],RxNorm Extension
Atezolizumab,1792776,42629079,"	atezolizumab",RxNorm
Atezolizumab,1792776,"1366763	",14 ML atezolizumab 60 MG/ML Injection [Tecentriq],RxNorm
Avelumab,1875534,,,
Benzbromarone,1385,"	42931083",Benzbromarone 50 MG Oral Tablet [URINON],RxNorm Extension
Benzbromarone,1385,"42931082	",Benzbromarone 50 MG Oral Tablet [MYUNGIN NARCARICIN],RxNorm Extension
Benzbromarone,1385,19016754,"	benzbromarone",RxNorm
Bicalutamide,83008,42926243,bicalutamide 50 MG Oral Tablet [CADEX],RxNorm Extension
Bicalutamide,83008,"	43767721",bicalutamide 50 MG Oral Tablet [Bicadex],"	RxNorm Extension"
Bicalutamide,83008,"	19010538",bicalutamide 50 MG Oral Tablet [Casodex],"	RxNorm"
Bicalutamide,83008,1344381,"	bicalutamide",RxNorm
Bicalutamide,83008,"44100020	","	bicalutamide 50 MG Oral Tablet [BICALUTAMIDE TEVA]",RxNorm Extension
Bicalutamide,83008,"	42926247",bicalutamide 50 MG Oral Tablet [PROCADEX],RxNorm Extension
Bicalutamide,83008,42926238,bicalutamide 150 MG Oral Tablet [CALUTAMI],"	RxNorm Extension"
Boceprevir,1102129,,,
Captopril,1998,42957538,Captopril 12.5 MG Oral Tablet [CAPRIL],RxNorm Extension
Captopril,1998,"42957540	",Captopril 25 MG Oral Tablet [CAPRIL],RxNorm Extension
Captopril,1998,1340128,captopril,RxNorm
Captopril,1998,42957542,Captopril 50 MG Oral Tablet [CAPRIL],"	RxNorm Extension"
Cefazolin,2180,42947161,"	Cefazolin 1000 MG Injection [CKD CEFAZOLINE]",RxNorm Extension
Cefazolin,2180,2011578,cefazolin 2000 MG Injection [CEFAMEZIN] by Dong-a,RxNorm Extension
Cefazolin,2180,"	1771162",cefazolin,RxNorm
Cefazolin,2180,"	2011580",cefazolin 1000 MG Injection [CEFAMEZIN] by Dong-a,RxNorm Extension
Cefazolin,2180,"	42947169",Cefazolin 2000 MG Injection [CEFAMEZIN],"	RxNorm Extension"
Cefazolin,2180,"42947162	",Cefazolin 1000 MG Injection [CEFAMEZIN],RxNorm Extension
Cefazolin,2180,"	2011581",cefazolin 500 MG Injection [CEFAMEZIN] by Dong-a,"	RxNorm Extension"
Ceftriaxone,2193,2025800,100 ML ceftriaxone 20 MG/ML / sodium chloride 9 MG/ML Injectable Solution [TRISONKIT] by UK Chemipharm,"	RxNorm Extension"
Ceftriaxone,2193,"2048075	","	ceftriaxone 2000 MG Injection [TRIAXONE] by Hanmi",RxNorm Extension
Ceftriaxone,2193,1777806,"	ceftriaxone","	RxNorm"
Ceftriaxone,2193,"	42941696",Ceftriaxone 2000 MG Injection [TRIAXONE],RxNorm Extension
Ceftriaxone,2193,"	2048088",ceftriaxone 2000 MG Injection by CJ,RxNorm Extension
Ceftriaxone,2193,42941778,Ceftriaxone 1000 MG Injection [TRIAXONE],RxNorm Extension
Ceftriaxone,2193,2048118,"	ceftriaxone 1000 MG Injection [TRIAXONE] by Hanmi",RxNorm Extension
Ceftriaxone,2193,2048146,ceftriaxone 1000 MG Injection by Boryung,RxNorm Extension
Ceftriaxone,2193,42941849,"	Ceftriaxone 500 MG Injection [TRIAXONE]",RxNorm Extension
Ceftriaxone,2193,2048197,ceftriaxone 500 MG Injection [TRIAXONE] by Hanmi,RxNorm Extension
Ceftriaxone,2193,"	2048212",ceftriaxone 500 MG Injection by Boryung,RxNorm Extension
Greater celandine,236982,,,
Celecoxib,140587,1118088,"	celecoxib 200 MG Oral Capsule [Celebrex]","	RxNorm"
Celecoxib,140587,1118084,"	celecoxib","	RxNorm"
Celecoxib,140587,1118087,celecoxib 100 MG Oral Capsule [Celebrex],"	RxNorm"
Celecoxib,140587,"	42927269",celecoxib 200 MG Oral Tablet [CELEWON],RxNorm Extension
Celecoxib,140587,42927359,celecoxib 200 MG Oral Capsule [CELSK],RxNorm Extension
Chloramphenicol,2348,,,
Chlorpropamide,2404,,,
Chlorzoxazone,2410,,,
Cimetidine,2541,"	997276","	cimetidine","	RxNorm"
Cimetidine,2541,"	42922401	",1 ML Cimetidine 4.8 MG/ML Injectable Solution [BROPIUM],RxNorm Extension
Cimetidine,2541,"	2033071",1 ML cimetidine 4.8 MG/ML Injectable Solution [ALGIRON] by Handok,RxNorm Extension
Cimetidine,2541,42944113,"	Cimetidine 200 MG Oral Tablet [BUKWANG CIMET]",RxNorm Extension
Cimetidine,2541,"	42921973",2 ML Cimetidine 100 MG/ML Injectable Solution [H-2],RxNorm Extension
Cimetidine,2541,"	2073467",cimetidine 50 MG Oral Tablet [ALGIRON] by Boehringer Ingelheim,"	RxNorm Extension"
Cimetidine,2541,2009763,2 ML cimetidine 100 MG/ML Injectable Solution [H-2] by JW,RxNorm Extension
Cimetidine,2541,2073466,cimetidine 50 MG Oral Tablet [Tropium] by Kukje,"	RxNorm Extension"
Cimetidine,2541,"	41343922	",2 ML Cimetidine 100 MG/ML Injectable Solution [Tagamet],"	RxNorm Extension"
Cimetidine,2541,2033068,1 ML cimetidine 4.8 MG/ML Injectable Solution [ALPIT] by Hana,"	RxNorm Extension"
Ciprofloxacin,2551,"42918949	",200 ML Ciprofloxacin 2 MG/ML Injectable Solution [CITOPCIN],RxNorm Extension
Ciprofloxacin,2551,"	42948271",Ciprofloxacin 500 MG Oral Tablet [CYCIN],"	RxNorm Extension"
Ciprofloxacin,2551,1797513,ciprofloxacin,"	RxNorm"
Ciprofloxacin,2551,"	2025385",200 ML ciprofloxacin 2 MG/ML Injectable Solution by JW,RxNorm Extension
Ciprofloxacin,2551,"42948179	",Ciprofloxacin 250 MG Oral Tablet [CITOPCIN],RxNorm Extension
Ciprofloxacin,2551,"	2025381",200 ML ciprofloxacin 2 MG/ML Injectable Solution [CITOPCIN] by CJ,RxNorm Extension
Ciprofloxacin,2551,"42920760	",10 ML Ciprofloxacin 3 MG/ML / fluocinolone 0.25 MG/ML Topical Solution [CETRAXAL PLUS],RxNorm Extension
Ciprofloxacin,2551,"	2033076",1 ML ciprofloxacin 3 MG/ML / fluocinolone 0.25 MG/ML Otic Solution [CETRAXAL PLUS] by BL&H,RxNorm Extension
Ciprofloxacin,2551,"	42948272",Ciprofloxacin 500 MG Extended Release Oral Tablet [CIPROURO],RxNorm Extension
Ciprofloxacin,2551,"	42948270",Ciprofloxacin 500 MG Oral Tablet [CIROK],RxNorm Extension
Ciprofloxacin,2551,"	2025758",100 ML ciprofloxacin 2 MG/ML Injectable Solution [LOFUCIN] by Korea,"	RxNorm Extension"
Ciprofloxacin,2551,"	42919374	",100 ML Ciprofloxacin 2 MG/ML Injectable Solution [CITOPCIN],"	RxNorm Extension"
Ciprofloxacin,2551,"2025760	",100 ML ciprofloxacin 2 MG/ML Injectable Solution [CITOPCIN] by CJ,RxNorm Extension
Ciprofloxacin,2551,42948151,Ciprofloxacin 1000 MG Extended Release Oral Tablet [CIPROURO],RxNorm Extension
Ciprofloxacin,2551,42920879,7 ML Ciprofloxacin 2 MG/ML / Hydrocortisone 10 MG/ML Otic Suspension [CIPROCIN HC OTIC SUSP],"	RxNorm Extension"
Ciprofloxacin,2551,2031471,1 ML ciprofloxacin 2.33 MG/ML / hydrocortisone 10 MG/ML Otic Suspension [CIPROCIN HC] by Hanlim,RxNorm Extension
Ciprofloxacin,2551,2026235,50 ML ciprofloxacin 2 MG/ML Injectable Solution [LOFUCIN] by Korea,RxNorm Extension
Clarithromycin,21212,1750500,"	clarithromycin","	RxNorm"
Clarithromycin,21212,21113674,"	Clarithromycin 500 MG Oral Tablet [Klaricid]",RxNorm Extension
Clarithromycin,21212,"21035073	","	Clarithromycin 250 MG Oral Tablet [Klaricid]",RxNorm Extension
Clarithromycin,21212,42958036,Clarithromycin 500 MG Oral Tablet [CLARIC],RxNorm Extension
